,sex,age,educyr,farm,urban,hhsize,rlfood,exp12m,commune
463,male,37,8.0,no,yes,4,5341.768196044806,195.00008608008832,15
464,female,35,10.0,no,yes,3,9069.97693402904,5200.000496238527,15
466,male,68,2.0,no,yes,9,16491.196960960257,520.000097980763,16
468,male,67,3.0,no,yes,4,7293.545077424467,780.0000626467654,16
469,female,65,15.0,no,yes,1,2123.568059789474,64.99998245678597,16
470,female,57,1.0,no,yes,3,6849.582633610007,780.0000626467654,16
471,female,57,2.0,no,yes,8,15366.867351778232,2079.9996407936746,16
472,male,46,9.0,no,yes,4,6861.806333635953,1169.999967483592,16
474,female,69,0.0,no,yes,1,1637.483678284689,4159.998530458177,16
475,female,35,9.0,no,yes,5,22957.271356200235,910.0003644451576,16
477,male,50,4.0,no,yes,4,5201.399484527501,24049.993373410438,16
478,female,38,13.0,no,yes,6,6194.369417873515,1250.000212129585,16
480,male,66,9.0,no,yes,2,3827.8861088454382,780.0000626467654,16
481,female,43,6.0,no,yes,5,7068.375791238675,585.0000893693707,16
482,male,54,17.0,no,yes,4,13610.543109100712,780.0000626467654,16
484,male,43,17.0,no,yes,5,8318.514731246381,450.00018775607475,16
485,male,35,14.0,no,yes,4,10280.539313132209,324.9999407428408,16
487,female,39,11.0,no,yes,3,6762.216500608725,11258.008263105154,16
488,female,58,11.0,no,yes,4,9651.609808945139,14930.001634338887,16
489,female,70,5.0,no,yes,2,3100.088690801661,195.00008608008832,16
492,male,56,9.0,no,yes,6,9078.243447841272,1429.9989657472215,16
496,male,29,9.0,no,yes,3,3929.8400331429384,476.0000693858491,16
497,male,67,17.0,no,yes,8,10995.858710168388,611.0000249461559,17
498,female,63,10.0,no,yes,6,18564.399123587653,6999.997003738485,17
499,male,45,20.0,no,yes,6,20145.87838898514,529.9999965305313,17
500,female,39,5.0,no,yes,4,10536.692834072997,233.99997300629934,17
501,male,53,9.0,no,yes,6,6844.775913957206,2079.9996407936746,17
502,male,45,15.0,no,yes,5,8387.258600488434,520.000097980763,17
503,female,80,3.0,no,yes,2,3973.493652814706,5590.00242522681,17
504,male,36,14.0,no,yes,4,10270.705543218952,1325.9997735910783,17
505,male,46,1.0,no,yes,6,7936.264678229695,1950.0006794624235,17
506,female,34,13.0,no,yes,4,5411.334422889117,120.00003086615848,17
507,male,65,5.0,no,yes,5,7682.198129740244,14048.00961059272,17
508,male,63,5.0,no,yes,4,7038.807179033408,2350.9998858823,17
511,female,45,3.0,no,yes,3,6091.910362879765,1365.0003991000415,17
512,male,62,8.0,no,yes,3,7271.0937045252385,155.99999886907224,17
513,male,45,12.0,no,yes,6,21911.458540508866,3250.0023551985582,17
514,male,46,7.0,no,yes,9,11529.889159609174,714.9996119738901,17
515,male,61,12.0,no,yes,4,7449.37935612035,260.0000959359805,17
516,female,59,3.0,no,yes,5,8262.479474653974,3307.000949169348,17
517,female,35,15.0,no,yes,3,9786.488609082584,1754.9997614955755,17
518,female,54,0.0,no,yes,2,6709.844128740412,4289.99994885435,17
519,male,71,10.0,no,yes,5,9107.46786075734,714.9996119738901,17
520,female,54,5.0,no,yes,3,7019.315604284413,260.0000959359805,17
521,female,41,16.0,no,yes,4,6643.60488819763,650.0004141218382,17
522,female,43,12.0,no,yes,4,9337.277495245069,936.0004900171023,17
524,female,38,9.0,no,yes,4,7271.108246727192,454.99980937735745,17
525,female,52,7.0,no,yes,1,2189.5405362495767,25.000004378295362,17
527,male,52,12.0,no,yes,7,9452.750156490596,3119.9991238931166,18
528,female,65,4.0,no,yes,4,11026.657178560197,260.0000959359805,18
529,female,68,5.0,no,yes,4,5430.888350460403,3406.0004726757406,18
531,female,66,9.0,no,yes,2,8570.04275076468,5850.000349678479,18
532,male,51,10.0,no,yes,6,11001.137989274886,2600.000717575207,18
533,female,34,20.0,no,yes,5,16077.081057818436,207.9999834221266,18
534,male,42,13.0,no,yes,4,5440.928470440267,1508.0006807597579,18
535,female,39,15.0,no,yes,6,28590.22056365615,4680.00285989415,18
536,female,39,11.0,no,yes,5,19003.795474221937,3900.0006547408775,18
537,female,86,0.0,no,yes,2,2944.504998632712,650.0004141218382,18
538,female,50,9.0,no,yes,2,9086.09952568749,143.00005287284299,18
540,male,35,15.0,no,yes,5,7711.646518629783,195.00008608008832,18
541,female,44,6.0,no,yes,6,21162.160843151818,390.00010174177345,18
546,female,73,18.0,no,yes,4,5555.134976620243,286.0000541055274,18
548,male,31,9.0,no,yes,6,14937.901694585134,4680.00285989415,18
550,female,55,7.0,no,yes,3,5099.7408311520385,1300.0005935156187,18
553,female,59,10.0,no,yes,2,4033.1460179189858,585.0000893693707,18
554,male,39,14.0,no,yes,4,8310.408131992743,2600.000717575207,18
556,female,63,10.0,no,yes,1,4555.037306996343,260.0000959359805,18
558,male,53,11.0,no,yes,4,8410.548745449401,454.99980937735745,19
561,male,75,5.0,no,yes,4,11780.713215708114,8300.001711587254,19
563,male,48,15.0,no,yes,7,16452.38943413768,780.0000626467654,19
564,female,69,0.0,no,yes,8,7593.204640081516,2795.999711023068,19
565,male,80,9.0,no,yes,7,8963.39194839359,9295.000928054253,19
566,female,45,2.0,no,yes,4,5080.479876555634,1399.9992781554968,19
567,female,54,5.0,no,yes,2,5719.238808034115,130.00007144079393,19
568,female,75,0.0,no,yes,2,4797.206268229183,5650.0009936063425,19
569,male,66,6.0,no,yes,7,15104.938162963797,24230.07720149284,19
571,male,45,12.0,no,yes,6,7260.587300988922,104.00001048929774,19
573,female,69,0.0,no,yes,5,9364.554097281642,2183.999264287411,19
574,female,53,8.0,no,yes,4,8458.135176561871,1690.0003246200993,19
575,male,68,12.0,no,yes,5,6750.136460279961,64.99998245678597,19
576,female,57,3.0,no,yes,4,7469.407815866268,1820.000400271114,19
578,female,66,5.0,no,yes,6,9347.909365421403,273.0000559145118,19
579,female,71,0.0,no,yes,5,6444.633190857801,5319.996901975033,19
581,female,50,11.0,no,yes,5,11064.056721460815,390.00010174177345,19
582,female,64,1.0,no,yes,2,4802.366037846803,910.0003644451576,19
583,female,68,8.0,no,yes,6,7858.397623929353,3055.0003922446253,19
584,male,47,14.0,no,yes,6,8725.098182361193,4680.00285989415,19
585,female,69,5.0,no,yes,4,14076.175973037756,1300.0005935156187,19
586,male,30,19.0,no,yes,2,6573.239075771293,883.9999446283247,19
588,female,67,3.0,no,yes,2,2470.218778522109,260.0000959359805,19
590,male,81,0.0,yes,yes,2,1601.7066563999347,910.0003644451576,20
591,male,83,2.0,no,yes,6,7624.446433843553,1559.9998436200185,20
592,male,64,0.0,no,yes,8,9555.412243369077,3067.9995014894753,20
593,male,33,10.0,no,yes,5,6204.294546256787,598.0001471375402,20
594,male,55,3.0,no,yes,2,4898.527849106322,611.0000249461559,20
595,male,43,4.0,no,yes,5,12489.617772884607,1070.000077622134,20
596,male,58,3.0,no,yes,4,3498.7848448207283,364.00004818022944,20
597,male,53,0.0,no,yes,8,9705.936620365079,3824.9971455541345,20
598,male,43,7.0,no,yes,8,14142.560427958275,7877.004728538332,20
599,male,38,16.0,no,yes,4,10037.5164790288,12926.994489428573,20
600,male,33,11.0,no,yes,4,6491.06568254407,1278.0004665499853,20
601,male,31,6.0,no,yes,3,7261.574808010808,1037.9999338525868,20
602,male,32,6.0,no,yes,3,8192.013539099258,260.0000959359805,20
603,male,47,8.0,no,yes,10,9471.191531828243,454.99980937735745,20
604,female,38,2.0,no,yes,6,8689.068323272752,45.00002296034146,20
605,male,32,9.0,no,yes,5,8250.515811662288,74.9999914847772,20
607,female,41,3.0,yes,yes,5,7086.047579635233,832.0004652368845,20
608,female,44,9.0,no,yes,2,5283.066581200476,914.9999402729,20
609,female,57,4.0,no,yes,4,6891.7339901449295,151.99992083138662,20
610,female,64,0.0,no,yes,5,7892.877109248266,2274.999246099134,20
611,female,45,1.0,no,yes,3,5882.087530023065,499.99995078890663,20
612,male,60,6.0,no,yes,6,9303.723729278998,27.000003617883362,20
613,male,42,3.0,no,yes,14,18284.573405257404,3509.9988892258853,20
614,male,66,2.0,no,yes,6,12383.633490670958,2224.9995670142853,20
615,female,44,3.0,no,yes,5,7359.623091370452,454.99980937735745,20
618,male,33,4.0,no,yes,3,6980.577997550197,1105.0004265832847,20
619,female,41,12.0,no,yes,5,8339.178589210947,1166.9992621218228,21
620,female,47,15.0,no,yes,5,5903.560957806228,3649.0020564439815,21
622,female,36,12.0,no,yes,5,7374.364440977868,60.00002626667969,21
623,female,55,9.0,no,yes,3,4770.493320389214,819.9997209882428,21
624,female,41,9.0,no,yes,4,6335.670957924588,19.999994528920926,21
625,female,53,5.0,no,yes,7,9737.356955432637,1950.0006794624235,21
626,male,43,12.0,no,yes,4,10433.812360989108,1087.9995349716135,21
627,female,49,9.0,no,yes,4,5886.206432741845,560.0001211116642,21
628,male,34,12.0,no,yes,3,6901.264950896247,165.00008680642708,21
629,female,69,0.0,no,yes,2,4391.293018739874,650.0004141218382,21
630,female,42,10.0,yes,yes,4,7363.178647921362,467.99986151056197,21
631,male,30,12.0,no,yes,3,8086.449188153047,503.9998648920484,21
633,male,56,15.0,no,yes,2,5383.386951693521,1286.9997328238128,21
635,male,50,12.0,yes,yes,5,6876.554458280812,130.00007144079393,21
637,female,49,14.0,no,yes,3,7057.760002188348,499.99995078890663,21
639,male,36,15.0,yes,yes,3,4438.092739669077,78.00001351821305,21
640,female,41,9.0,yes,yes,4,4801.266421934959,707.9999336648497,21
641,male,37,9.0,no,yes,4,4758.73901826097,579.9999399465333,21
642,male,33,10.0,yes,yes,4,4257.425866769815,2181.000509914307,21
644,female,47,9.0,no,yes,4,5943.069323320247,112.00001441495039,21
645,male,42,12.0,no,yes,3,7480.605373651269,248.0000629510925,21
646,female,65,0.0,yes,yes,3,5468.584025376916,572.0000049307557,21
648,male,54,12.0,yes,yes,3,5863.676060673982,19.999994528920926,21
649,female,66,5.0,no,yes,2,3464.83399019976,548.9997576113213,22
650,male,66,8.0,no,yes,5,4037.1044754685418,506.9999981792702,22
651,female,78,0.0,no,yes,1,1339.3383468601166,155.99999886907224,22
652,male,61,9.0,no,yes,5,5315.662870857496,173.9999479366798,22
653,male,59,14.0,yes,yes,2,4975.494292830044,2132.000457770862,22
654,female,43,9.0,no,yes,5,7933.701678685337,715.9998804561881,22
656,male,65,9.0,no,yes,5,7808.194202265501,290.99992225310604,22
657,male,59,7.0,no,yes,4,6707.35523828638,1126.0002154042309,22
658,male,64,10.0,no,yes,3,4519.6868976700935,1520.9995554736809,22
659,male,71,9.0,no,yes,3,5611.183843213022,2721.0007107708802,22
660,male,59,15.0,no,yes,4,5705.597559893295,311.99994140344694,22
661,female,56,0.0,no,yes,2,2867.2165644912784,207.9999834221266,22
662,female,50,13.0,no,yes,2,4794.103479633984,233.99997300629934,22
663,female,62,5.0,no,yes,4,4196.453320395849,3336.998402407045,22
664,female,49,15.0,no,yes,5,10342.945788571442,1405.0005876162986,22
665,male,48,9.0,no,yes,4,9625.094718589698,19.999994528920926,22
666,female,27,12.0,no,yes,3,7568.710587340124,1143.9998033009506,22
667,male,36,10.0,no,yes,4,4632.889340186254,191.99992857067915,22
668,female,37,9.0,no,yes,4,6460.596952402594,121.00005498280686,22
669,female,62,15.0,no,yes,4,4664.980811581527,1414.0002171104995,22
670,male,31,9.0,no,yes,6,6284.370770862029,300.000157603181,22
671,female,36,9.0,no,yes,4,9132.538734033495,292.99982155805355,22
672,male,37,15.0,no,yes,5,7905.349806807034,1445.9994176688629,22
673,female,30,12.0,no,yes,4,6825.091318748093,400.00018115684816,22
674,male,26,16.0,no,yes,5,9424.92448422224,714.9996119738901,22
675,male,64,11.0,no,yes,4,5127.559018138786,228.00008459840316,22
676,female,50,14.0,no,yes,5,6397.854635831839,79.00001165510618,22
677,female,48,15.0,no,yes,5,5173.532484275649,1823.9996887631057,22
678,male,22,9.0,no,yes,4,7969.706934267743,454.99980937735745,22
679,male,31,13.0,no,yes,3,5948.634640368949,719.9998473527436,22
680,female,35,12.0,no,yes,3,2266.583702527222,253.99993217730088,22
681,male,56,12.0,no,yes,3,6417.179692950832,5200.000496238527,23
682,male,85,2.0,no,yes,2,3734.3460678401957,8300.997771555054,23
683,male,64,15.0,no,yes,8,34968.04767739161,6499.997036756444,23
684,male,39,14.0,no,yes,3,6601.571462157329,2615.001630455562,23
685,male,41,12.0,no,yes,4,4769.07192517814,2639.999482189496,23
687,male,33,9.0,no,yes,3,8935.139140535197,14.999996983467152,23
689,female,64,3.0,no,yes,2,5494.698514997562,233.99997300629934,23
690,male,35,9.0,no,yes,4,14601.95933909332,780.0000626467654,23
691,male,37,17.0,no,yes,4,9971.855959055853,145.0000373490216,23
692,male,58,16.0,no,yes,3,3852.4246181215813,1559.9998436200185,23
693,male,45,14.0,no,yes,6,23369.569352523922,2600.000717575207,23
694,male,47,9.0,no,yes,4,8314.714038538626,2201.99930134377,23
695,female,48,15.0,no,yes,4,10732.856323855458,67.00002550081011,23
696,male,44,12.0,no,yes,5,8905.888801432262,135.00002991081527,23
698,male,41,14.0,no,yes,3,17571.209188254306,12904.998552669305,23
699,female,76,6.0,no,yes,5,17394.163536552707,199.99992669040608,23
700,male,39,9.0,no,yes,5,7880.76295605985,147.00006074353837,23
701,male,35,10.0,no,yes,4,7205.688049586694,3094.999427057686,23
702,male,36,12.0,no,yes,3,7811.208746997271,585.0000893693707,23
703,male,67,9.0,no,yes,6,11404.89581901148,64.99998245678597,23
704,male,37,9.0,no,yes,4,8855.22536069673,572.0000049307557,23
705,female,66,0.0,no,yes,7,8839.203060140717,64.99998245678597,23
706,female,61,5.0,no,yes,3,6999.682010960707,78.00001351821305,23
707,male,60,16.0,no,yes,3,9819.730922444183,260.0000959359805,23
708,male,42,14.0,no,yes,4,7565.191955062416,69.00003418279756,23
709,male,50,13.0,no,yes,3,9618.955866661232,2615.001630455562,23
710,female,69,3.0,no,yes,5,5494.660052242576,2600.000717575207,23
711,male,35,10.0,no,yes,4,6765.5105020687715,135.00002991081527,24
712,male,59,17.0,no,yes,4,6828.907611349685,2282.0010715772005,24
713,male,77,4.0,no,yes,7,14883.43308717718,432.0001778785808,24
714,female,43,5.0,no,yes,4,7683.22761326348,315.0001137699461,24
715,male,45,12.0,no,yes,4,9136.804625630451,99.00001483667667,24
716,male,38,9.0,yes,yes,5,12447.598603058424,2620.0010565017405,24
717,male,45,14.0,no,yes,4,9055.195858893085,1139.0000416336609,24
718,female,40,14.0,no,yes,3,5672.322926294044,364.00004818022944,24
719,male,38,9.0,no,yes,4,7138.8216021709795,244.9999484165473,24
720,female,60,0.0,no,yes,5,10886.633159122148,2586.9995286847848,24
721,female,43,7.0,no,yes,5,11400.99601154647,454.99980937735745,24
722,female,42,4.0,no,yes,4,38643.35068433542,355.0000747362354,24
723,female,47,9.0,no,yes,5,7226.0873505289455,409.9999345236802,24
724,male,42,14.0,no,yes,5,9761.681993903267,383.0000041438126,24
725,female,42,9.0,no,yes,3,7021.786838288798,258.9999840198203,24
726,female,43,9.0,no,yes,4,8502.291547771621,237.99983966624302,24
727,female,76,0.0,no,yes,2,7159.561392159092,283.99993236222554,24
728,male,37,9.0,no,yes,4,8765.466333585477,195.00008608008832,24
729,male,57,9.0,no,yes,4,8980.366739048237,153.9999072283291,24
730,male,56,12.0,no,yes,5,5698.658071198273,717.9995914234916,24
731,male,27,9.0,no,yes,4,8970.48479627628,34173.98633012189,24
732,male,51,15.0,no,yes,4,10529.109145687886,2884.0014466008056,24
733,male,45,9.0,no,yes,5,12133.032855579106,8423.999546672469,24
734,female,64,2.0,no,yes,4,8845.728799700817,883.9999446283247,24
735,male,25,11.0,no,yes,3,7575.366408751369,24.00000407164965,24
736,male,33,0.0,no,yes,4,8195.102510437997,1482.0002877213888,24
737,female,39,4.0,no,yes,4,7535.669807927227,324.9999407428408,24
738,female,64,3.0,no,yes,4,7311.048674655602,383.0000041438126,24
739,male,37,14.0,no,yes,5,8140.71261495885,498.9999522199945,24
740,female,41,9.0,no,yes,3,6475.920249862275,335.9999462523676,24
741,female,43,9.0,no,yes,3,7682.443964013717,80.0000292260948,24
742,male,54,9.0,no,yes,6,4759.828894282189,332.00001031972596,24
743,male,37,11.0,no,yes,5,8518.980900058461,2690.999594393928,25
744,male,62,4.0,yes,yes,4,5195.810984438615,2636.0002751393727,25
745,male,35,11.0,no,yes,4,20978.009471117093,99.99998140119261,25
746,male,43,9.0,no,yes,4,5055.717196369743,600.0002068703479,25
747,male,28,8.0,no,yes,4,5172.854795909768,3005.0004598572627,25
748,male,46,12.0,no,yes,4,6637.097344624367,14.999996983467152,25
749,male,40,9.0,no,yes,5,11136.63050950244,565.0001519022815,25
750,female,47,13.0,no,yes,3,4056.4318033640943,288.00014972088655,25
751,male,42,10.0,no,yes,5,10879.2762820112,250.00002053443933,25
752,female,38,9.0,no,yes,5,7174.777286951976,340.0001300125545,25
753,male,31,15.0,no,yes,3,8302.209805706032,330.00011402804614,25
754,male,37,9.0,no,yes,4,12872.840714865004,29.999988550137516,25
755,female,30,12.0,no,yes,2,7398.02979630104,14.999996983467152,25
756,female,72,2.0,no,yes,2,2124.610987724685,930.0003848830892,25
758,female,23,11.0,no,yes,3,4756.812119181973,2522.0012193245857,25
759,female,68,0.0,no,yes,8,8950.422349108316,4003.9994376978566,25
760,male,39,7.0,no,yes,5,5092.208981611513,355.0000747362354,25
761,male,35,9.0,no,yes,4,7707.814782575298,666.9999693742798,25
762,male,38,17.0,no,yes,5,12875.454166786503,29.999988550137516,25
763,male,32,9.0,no,yes,5,6931.12211200213,130.00007144079393,25
764,male,37,7.0,no,yes,6,11807.037134170143,400.00018115684816,25
766,male,30,8.0,no,yes,6,8011.810143602397,56.00001731883431,25
768,female,78,0.0,no,yes,1,2974.9603792741377,64.99998245678597,25
769,male,35,9.0,no,yes,5,7513.532447376922,14.999996983467152,25
770,male,50,9.0,no,yes,4,7943.267551489018,14.999996983467152,25
771,male,40,9.0,no,yes,8,23659.973085999263,45.00002296034146,25
773,male,27,9.0,no,yes,3,8625.593059004857,299.00012755621196,25
774,male,23,7.0,no,yes,4,3928.653400643457,3250.0023551985582,25
775,female,45,11.0,no,yes,5,5218.107149094865,1196.000078325353,26
776,male,34,12.0,no,yes,4,7060.449521069988,6.999998956612885,26
777,male,32,13.0,no,yes,3,4587.612430163231,104.00001048929774,26
778,female,41,10.0,no,yes,2,3460.118098556332,1040.0000081791652,26
779,female,48,5.0,no,yes,4,4697.529447368699,25.999986011445234,26
780,female,37,9.0,no,yes,4,4962.763391699793,520.000097980763,26
781,female,47,9.0,no,yes,5,4757.682695455082,246.99991685290374,26
782,female,49,1.0,no,yes,5,6896.704722085358,2606.9989208755833,26
783,female,34,13.0,no,yes,4,5802.9692198635275,449.0000504037306,26
784,female,61,5.0,no,yes,6,9907.25900235372,2783.0006636735247,26
785,male,38,10.0,no,yes,4,3322.038900272251,64.99998245678597,26
787,female,41,6.0,no,yes,4,3316.260262310852,675.9999485949585,26
788,female,60,12.0,no,yes,3,5119.535544735763,338.0000353267414,26
789,male,31,11.0,no,yes,3,9004.970665269224,2606.9989208755833,26
790,male,66,12.0,no,yes,2,5222.805559496596,1040.0000081791652,26
791,female,71,4.0,no,yes,1,1777.3504089134346,56.00001731883431,26
792,female,60,4.0,no,yes,6,6553.037751682923,1176.9998737546614,26
793,male,67,6.0,no,yes,3,4261.455297259904,2911.998808070372,26
794,male,67,5.0,no,yes,6,4339.962558571593,650.0004141218382,26
796,female,71,2.0,no,yes,1,2467.108262897535,797.9995232351953,26
799,male,40,8.0,no,yes,4,3631.1257385716085,526.9997109187813,26
800,male,38,9.0,no,yes,5,5696.760733984746,107.99997547058706,26
802,male,42,6.0,no,yes,4,3939.259340594616,748.0000164750915,26
803,male,64,4.0,no,yes,4,6537.767334476182,672.999778149135,26
804,female,27,12.0,no,yes,3,7279.875213200969,857.9999146393322,26
806,female,42,10.0,no,yes,6,6460.390216607912,1054.999951564775,26
807,male,62,12.0,no,yes,3,5822.197227633571,84.00001689716338,27
808,male,37,15.0,no,yes,6,8535.028718372712,21.000011807811433,27
809,female,47,17.0,no,yes,4,4528.504357256851,69.99998305654692,27
812,male,67,0.0,no,yes,2,3061.2756893023384,178.00008004802692,27
813,female,33,14.0,no,yes,6,7169.563119443896,2016.0007475505595,27
815,male,48,17.0,no,yes,4,10963.106937191571,138.00004344831254,27
817,male,65,12.0,no,yes,5,6557.167466189958,64.99998245678597,27
818,male,31,9.0,no,yes,4,11000.103930905392,52.00001463376783,27
821,female,27,12.0,no,yes,3,7742.717475576065,9.999999070059587,27
